datetime,open,high,low,close
2024-12-31,0.861685,0.8788,0.839808,0.845064
2024-12-30,0.858953,0.904568,0.829805,0.861694
2024-12-29,0.88936,0.91231,0.851211,0.859048
2024-12-28,0.876911,0.899825,0.866206,0.889353
2024-12-27,0.861045,0.914631,0.855103,0.876945
2024-12-26,0.917811,0.927938,0.851004,0.860961
2024-12-25,0.935984,0.940081,0.900399,0.917751
2024-12-24,0.926516,0.950222,0.891965,0.935954
2024-12-23,0.883564,0.942579,0.862027,0.926379
2024-12-22,0.905409,0.924861,0.859154,0.883656
2024-12-21,0.950074,0.997544,0.886837,0.905253
2024-12-20,0.880854,0.959179,0.762249,0.950281
2024-12-19,0.968394,0.988861,0.847425,0.880694
2024-12-18,1.052469,1.059871,0.961,0.968046
2024-12-17,1.077598,1.1118,1.042105,1.052285
2024-12-16,1.099567,1.12043,1.047405,1.077596
2024-12-15,1.061204,1.11193,1.040355,1.099806
2024-12-14,1.12117,1.13282,1.043181,1.061256
2024-12-13,1.12304,1.13065,1.077312,1.12118
2024-12-12,1.086942,1.18205,1.07291,1.12298
2024-12-11,1.021624,1.11424,0.972084,1.086943
2024-12-10,1.003322,1.037552,0.91017,1.021601
2024-12-09,1.19374,1.19376,0.91,1.003381
2024-12-08,1.21044,1.22358,1.17302,1.19369
2024-12-07,1.22799,1.23671,1.18805,1.2105
2024-12-06,1.15997,1.23728,1.13429,1.22775
2024-12-05,1.18671,1.24364,1.11609,1.15999
2024-12-04,1.19133,1.24151,1.14053,1.18687
2024-12-03,1.20214,1.32661,1.14124,1.19127
2024-12-02,1.15035,1.24232,1.056789,1.20213
2024-12-01,1.078991,1.16356,1.037305,1.15
2024-11-30,1.075359,1.14942,1.05,1.079137
2024-11-29,1.032159,1.099064,1.027612,1.075403
2024-11-28,1.011337,1.04882,0.97001,1.032206
2024-11-27,0.9602,1.041417,0.931772,1.011445
2024-11-26,0.943385,0.990053,0.874081,0.960232
2024-11-25,1.022741,1.077469,0.93,0.943525
2024-11-24,1.065968,1.097873,0.941766,1.022701
2024-11-23,1.017437,1.15447,1.015808,1.06573
2024-11-22,0.821772,1.044706,0.812587,1.017486
2024-11-21,0.800159,0.824007,0.766136,0.821575
2024-11-20,0.738665,0.848004,0.738438,0.800191
2024-11-19,0.732656,0.764662,0.720372,0.738905
2024-11-18,0.70252,0.783809,0.700133,0.732597
2024-11-17,0.741638,0.773945,0.691013,0.702522
2024-11-16,0.70709,0.81923,0.702448,0.74157
2024-11-15,0.579059,0.707192,0.574787,0.707073
2024-11-14,0.578257,0.600372,0.541852,0.579058
2024-11-13,0.570923,0.609682,0.519087,0.578273
2024-11-12,0.612902,0.653942,0.555263,0.571003
2024-11-11,0.590279,0.624485,0.564442,0.612974
2024-11-10,0.4965,0.658889,0.487949,0.59047
2024-11-09,0.444688,0.498,0.427323,0.496719
2024-11-08,0.406563,0.458765,0.403872,0.444599
2024-11-07,0.363124,0.406678,0.36142,0.406495
2024-11-06,0.333596,0.36592,0.333499,0.363106
2024-11-05,0.326401,0.338203,0.326098,0.333606
2024-11-04,0.334043,0.336796,0.320348,0.326394
2024-11-03,0.348373,0.348373,0.327463,0.334036
2024-11-02,0.357406,0.363785,0.345354,0.348361
2024-11-01,0.341729,0.361893,0.334216,0.357402
2024-10-31,0.354976,0.361325,0.340356,0.341729
2024-10-30,0.356204,0.363923,0.350661,0.354963
2024-10-29,0.343737,0.356928,0.342758,0.356201
2024-10-28,0.339832,0.347945,0.33042,0.343715
2024-10-27,0.333698,0.342319,0.330926,0.339882
2024-10-26,0.326123,0.334929,0.320641,0.333765
2024-10-25,0.346512,0.347253,0.314486,0.326122
2024-10-24,0.349769,0.355122,0.339662,0.346512
2024-10-23,0.364392,0.369069,0.342266,0.349719
2024-10-22,0.360859,0.36801,0.355054,0.364402
2024-10-21,0.364905,0.372682,0.353117,0.360956
2024-10-20,0.351351,0.365626,0.348226,0.364896
2024-10-19,0.350626,0.357036,0.349144,0.351361
2024-10-18,0.343086,0.352929,0.342549,0.35059
2024-10-17,0.352205,0.355101,0.339435,0.343085
2024-10-16,0.359134,0.361233,0.35095,0.352204
2024-10-15,0.364399,0.371021,0.347727,0.359137
2024-10-14,0.348665,0.365398,0.342401,0.364358
2024-10-13,0.353181,0.359585,0.344353,0.348628
2024-10-12,0.351699,0.356784,0.350945,0.353168
2024-10-11,0.339578,0.354929,0.338239,0.351691
2024-10-10,0.339636,0.341781,0.331491,0.339563
