datetime,open,high,low,close
2024-12-31,3361.19,3450.21,3316.11,3338.09
2024-12-30,3356.23,3435.94,3306.0,3361.08
2024-12-29,3403.34,3411.99,3325.92,3355.69
2024-12-28,3333.56,3426.28,3322.11,3403.46
2024-12-27,3334.43,3443.05,3308.19,3333.54
2024-12-26,3496.14,3513.55,3304.81,3335.18
2024-12-25,3492.86,3546.34,3440.0,3495.89
2024-12-24,3421.53,3539.47,3358.27,3493.12
2024-12-23,3281.81,3466.59,3216.82,3422.2
2024-12-22,3339.51,3402.79,3221.05,3281.61
2024-12-21,3471.29,3555.15,3291.96,3339.62
2024-12-20,3418.14,3496.8,3101.0,3471.03
2024-12-19,3629.33,3719.18,3325.59,3418.25
2024-12-18,3893.77,3907.11,3620.18,3628.68
2024-12-17,3986.32,4041.59,3850.0,3894.05
2024-12-16,3959.21,4106.73,3884.62,3986.27
2024-12-15,3869.19,3974.72,3832.28,3959.18
2024-12-14,3906.4,3944.93,3824.99,3870.72
2024-12-13,3881.25,3968.07,3853.31,3906.51
2024-12-12,3831.43,3986.0,3797.26,3881.07
2024-12-11,3627.51,3847.5,3562.93,3830.9
2024-12-10,3711.75,3780.0,3515.57,3627.96
2024-12-09,4004.39,4006.15,3500.0,3712.41
2024-12-08,3995.91,4015.49,3920.43,4004.32
2024-12-07,3999.01,4024.67,3969.0,3995.88
2024-12-06,3785.32,4087.87,3777.55,3999.69
2024-12-05,3838.04,3954.24,3670.0,3784.89
2024-12-04,3614.98,3886.4,3614.68,3838.14
2024-12-03,3643.13,3670.71,3502.26,3614.53
2024-12-02,3707.25,3759.91,3556.06,3643.47
2024-12-01,3702.98,3746.26,3659.74,3708.01
2024-11-30,3592.18,3738.05,3568.82,3702.98
2024-11-29,3578.97,3645.5,3535.63,3592.52
2024-11-28,3652.47,3662.39,3530.01,3578.52
2024-11-27,3324.51,3685.59,3301.85,3653.76
2024-11-26,3413.5,3461.87,3252.26,3324.51
2024-11-25,3361.0,3545.76,3300.41,3414.58
2024-11-24,3393.69,3449.48,3287.0,3360.87
2024-11-23,3328.24,3495.5,3313.09,3393.55
2024-11-22,3355.38,3426.63,3257.69,3327.24
2024-11-21,3069.0,3386.54,3033.01,3356.06
2024-11-20,3107.31,3157.09,3030.0,3069.65
2024-11-19,3207.52,3220.99,3065.0,3107.08
2024-11-18,3076.4,3223.52,3051.57,3208.1
2024-11-17,3132.8,3161.99,3035.42,3076.02
2024-11-16,3088.8,3219.39,3071.81,3132.42
2024-11-15,3057.45,3128.98,3011.89,3089.45
2024-11-14,3186.62,3239.38,3030.0,3058.81
2024-11-13,3243.84,3331.18,3111.0,3186.51
2024-11-12,3371.98,3442.18,3208.08,3244.84
2024-11-11,3183.72,3389.14,3104.43,3371.4
2024-11-10,3127.29,3248.93,3069.72,3183.75
2024-11-09,2961.62,3157.42,2952.1,3126.94
2024-11-08,2894.76,2981.26,2886.37,2961.02
2024-11-07,2721.44,2915.82,2699.38,2894.28
2024-11-06,2422.25,2742.16,2420.24,2722.17
2024-11-05,2398.11,2479.43,2381.02,2422.2
2024-11-04,2456.78,2490.73,2357.99,2399.23
2024-11-03,2494.36,2496.66,2410.81,2457.08
2024-11-02,2511.7,2523.18,2470.0,2494.5
2024-11-01,2518.37,2586.0,2466.6,2512.08
2024-10-31,2658.3,2669.53,2503.58,2519.26
2024-10-30,2639.17,2721.72,2600.01,2658.96
2024-10-29,2567.31,2680.0,2561.01,2639.29
2024-10-28,2507.48,2589.0,2471.29,2567.3
2024-10-27,2482.69,2527.56,2464.72,2507.78
2024-10-26,2441.41,2507.77,2430.69,2482.91
2024-10-25,2536.64,2565.9,2383.59,2441.79
2024-10-24,2524.86,2561.98,2508.0,2536.69
2024-10-23,2622.52,2628.0,2448.73,2524.4
2024-10-22,2666.73,2671.56,2606.99,2622.78
2024-10-21,2746.87,2768.68,2653.87,2665.73
2024-10-20,2648.04,2759.58,2636.0,2746.84
2024-10-19,2642.31,2663.89,2631.58,2647.91
2024-10-18,2605.5,2674.81,2596.42,2642.03
2024-10-17,2611.18,2645.0,2576.43,2604.97
2024-10-16,2607.19,2647.08,2588.78,2610.78
2024-10-15,2629.13,2688.0,2537.69,2607.96
2024-10-14,2468.83,2653.64,2445.0,2630.03
2024-10-13,2476.1,2484.2,2437.33,2468.82
2024-10-12,2439.6,2490.32,2434.23,2476.35
2024-10-11,2384.5,2471.29,2380.63,2439.6
2024-10-10,2370.54,2420.6,2332.48,2384.14
2024-10-09,2440.68,2473.22,2352.09,2370.83
2024-10-08,2423.20996,2465.82007,2402.37988,2440.68
2024-10-07,2439.58008,2520.31006,2405.32007,2423.59009
2024-10-06,2414.47998,2457.3999,2406.55005,2440.73999
2024-10-05,2414.22998,2428.29004,2390.050049,2414.62988
2024-10-04,2349.93994,2440.80005,2339.15991,2414.31006
2024-10-03,2363.38989,2403.16992,2311.11011,2349.51001
2024-10-02,2448.090088,2499.080078,2354.57007,2363.96997
2024-10-01,2602.62988,2657.62988,2415.25,2449.63989
2024-09-30,2658.17993,2663.25,2577.0,2602.29004
2024-09-29,2675.87988,2683.79004,2634.37012,2658.17993
2024-09-28,2694.28003,2704.15991,2650.31006,2675.040039
2024-09-27,2631.87988,2727.050049,2615.55005,2694.27002
2024-09-26,2579.61011,2664.43994,2559.66992,2631.87988
2024-09-25,2653.51001,2672.96997,2556.93994,2580.12012
2024-09-24,2647.1499,2670.98999,2592.3501,2652.62012
2024-09-23,2582.01001,2702.68994,2540.58008,2647.1499
2024-09-22,2612.32007,2630.95996,2526.96997,2581.41992
2024-09-21,2561.65991,2622.31006,2530.3501,2612.20996
2024-09-20,2465.13989,2571.23999,2437.57007,2561.21997
2024-09-19,2375.65991,2491.63989,2372.36011,2464.56006
2024-09-18,2342.1001,2375.080078,2277.48999,2374.41992
2024-09-17,2295.73999,2391.78003,2264.060059,2341.87988
2024-09-16,2313.84009,2335.69995,2254.17993,2295.71997
2024-09-15,2417.73999,2429.97998,2290.81006,2316.17993
2024-09-14,2439.3501,2440.36011,2387.70996,2417.26001
2024-09-13,2362.28003,2462.01001,2337.38989,2438.53003
2024-09-12,2339.8501,2390.37988,2316.090088,2361.62012
2024-09-11,2388.94995,2389.28003,2279.8501,2340.73999
2024-09-10,2358.96997,2398.030029,2321.58008,2387.02002
2024-09-09,2297.34009,2378.27002,2273.87012,2359.29004
2024-09-08,2273.75,2330.0,2242.3999,2296.26001
2024-09-07,2225.20996,2310.060059,2222.040039,2273.20996
2024-09-06,2368.8999,2407.42993,2152.57007,2225.47998
2024-09-05,2450.37988,2465.8501,2348.47998,2369.050049
2024-09-04,2425.40991,2489.070068,2308.84009,2450.21997
2024-09-03,2537.75,2553.16992,2419.6499,2425.26001
2024-09-02,2425.20996,2562.0,2424.67993,2537.75
2024-09-01,2512.54004,2515.67993,2399.67993,2426.6499
2024-08-31,2524.51001,2532.75,2493.01001,2512.93994
2024-08-30,2526.62012,2540.62988,2435.3999,2524.29004
2024-08-29,2528.28003,2594.59009,2505.76001,2528.54004
2024-08-28,2457.030029,2553.48999,2420.87012,2527.8501
2024-08-27,2679.98999,2699.62012,2399.83008,2457.62012
2024-08-26,2745.87988,2761.8501,2667.090088,2680.86011
2024-08-25,2768.71997,2792.090088,2733.93994,2745.73999
2024-08-24,2763.28003,2819.19995,2734.93994,2768.83008
2024-08-23,2622.62012,2796.6001,2621.12012,2761.63989
2024-08-22,2630.32007,2643.15991,2585.91992,2622.61011
2024-08-21,2573.54004,2661.71997,2537.83008,2630.32007
2024-08-20,2636.6001,2695.22998,2554.46997,2572.78003
2024-08-19,2612.090088,2647.65991,2564.93994,2636.59009
2024-08-18,2614.25,2685.18994,2595.96997,2612.090088
2024-08-17,2592.8501,2627.080078,2587.46997,2614.25
2024-08-16,2569.76001,2628.71997,2552.5,2591.90991
2024-08-15,2661.62988,2674.62012,2519.070068,2569.8501
2024-08-14,2703.02002,2768.12988,2634.54004,2661.91992
2024-08-13,2722.8999,2738.040039,2611.82007,2702.30005
2024-08-12,2555.20996,2749.13989,2517.40991,2722.57007
2024-08-11,2609.57007,2715.59009,2542.55005,2554.22998
2024-08-10,2598.5,2643.080078,2576.58008,2609.57007
2024-08-09,2682.26001,2706.0,2554.5,2599.040039
2024-08-08,2342.91992,2723.90991,2321.3999,2683.29004
2024-08-07,2460.96997,2550.0,2310.53003,2342.6499
2024-08-06,2419.66992,2553.75,2416.93994,2462.28003
2024-08-05,2690.1001,2696.98999,2130.8999,2418.54004
